Year,State,Species,,Total catch PSE (proportional standard error),Total effort by number of directed trips,Total effort PSE,CPUE (which is catch/effort)
1984,Massachusetts,ATLANTIC MACKEREL,1001974,16.4,"136,338",17.6,7.3492
1987,Maine,BLUEFISH,835251,34.9,251202,17.6,3.325
1984,South Carolina,BLUEFISH,933091,29.3,562883,17.6,1.6577
1998,North Carolina,COBIA,10495,46.8,"36,010",17.6,0.2914
2004,North Carolina,COBIA,19914,33.8,"92,948",17.6,0.2142
1992,New York,WINTER FLOUNDER,148436,28.3,"73,620",17.6,2.0162
2017,New York,Black Sea Bass,12183359,31,"863,690",17.6,14.1062
2016,NORTH CAROLINA,FLORIDA POMPANO,1835529,28.9,654127,17.6,2.8061
1982,Maine,ATLANTIC MACKEREL,316198,22.2,"284,903",17.5,1.1098
1996,Rhode Island,BLUEFISH,240606,21.9,291426,17.5,0.8256
2011,North Carolina,COBIA,51543,25.4,"128,394",17.5,0.4014
2015,North Carolina,COBIA,80602,28.2,"279,640",17.5,0.2882
2007,Rhode Island,SUMMER FLOUNDER,1022172,17.9,309250,17.5,3.3053
1985,Massachusetts,WINTER FLOUNDER,3006804,19.2,"1,274,968",17.5,2.3583
2019,Connecticut,Black Sea Bass,510005,23.3,"96,810",17.5,5.2681
2008,New Jersey,BLACK SEA BASS,6427960,231,"665,266",17.5,9.6622
2020,Massachusetts,BLUEFISH,94215,27.7,92345,17.4,1.0203
1989,New Hampshire,WINTER FLOUNDER,35931,50,"37,332",17.4,0.9625
1989,Massachusetts,WINTER FLOUNDER,400551,23.5,"371,732",17.4,1.0775
2004,North Carolina,YELLOWFIN TUNA,219931,21.4,138284,17.4,1.5904
1995,Rhode Island,Black Sea Bass,94607,24.1,"29,178",17.4,3.2424
1986,New Jersey,BLACK SEA BASS,11558513,351,"897,177",17.4,12.8832
2004,New Jersey,BLACK SEA BASS,6150835,262,"529,842",17.4,11.6088
1999,Delaware,SUMMER FLOUNDER,251203,20.3,133890,17.3,1.8762
1998,North Carolina,SUMMER FLOUNDER,135000,22,90828,17.3,1.4863
2005,North Carolina,YELLOWFIN TUNA,255759,21.3,154860,17.3,1.6515
1987,Rhode Island,BLUEFISH,1346346,38.2,444553,17.2,3.0285
1987,Delaware,SUMMER FLOUNDER,229782,24.7,168322,17.2,1.3651
2003,Delaware,BLACK SEA BASS,1494927,18.8,"104,452",17.2,14.3121
2005,New Hampshire,BLUEFISH,50864,27.1,46489,17.1,1.0941
1996,North Carolina,COBIA,5757,32.2,"44,184",17.1,0.1303
2002,Delaware,SUMMER FLOUNDER,100598,21.1,87438,17.1,1.1505
2000,New York,SUMMER FLOUNDER,2339131,20.4,491610,17.1,4.7581
2017,North Carolina,YELLOWFIN TUNA,136471,21.4,88785,17.1,1.5371
2004,NORTH CAROLINA,FLORIDA POMPANO,2049675,20.6,646686,17.1,3.1695
1998,New Hampshire,BLUEFISH,9548,37.3,28336,17,0.337
2006,New York,SUMMER FLOUNDER,5586633,25.9,1404298,17,3.9782
1988,Rhode Island,SUMMER FLOUNDER,402357,44.9,162097,17,2.4822
2014,Rhode Island,Black Sea Bass,1317045,19.9,"257,320",17,5.1183
2017,Delaware,BLACK SEA BASS,454971,28.9,"65,374",17,6.9595
2021,Delaware,BLACK SEA BASS,1075574,17.2,"104,683",17,10.2746
1985,Virginia,BLACK SEA BASS,986270,24.6,"129,014",17,7.6447
2001,New Hampshire,BLUEFISH,32231,31.4,39688,16.9,0.8121
1993,Rhode Island,BLUEFISH,367138,22.4,307986,16.9,1.1921
1994,North Carolina,COBIA,9320,32,"67,027",16.9,0.139
1983,New Jersey,SUMMER FLOUNDER,4755465,21.4,1157136,16.9,4.1097
2007,Virginia,SUMMER FLOUNDER,1288373,17.8,452132,16.9,2.8496
1990,Massachusetts,WINTER FLOUNDER,395671,21,"397,194",16.9,0.9962
2008,North Carolina,BLACK SEA BASS,676869,19.1,"176,215",16.9,3.8412
2010,Massachusetts,BLUEFISH,966909,26.9,1012590,16.8,0.9549
1982,New Hampshire,WINTER FLOUNDER,23032,21.5,"21,535",16.8,1.0695
1998,Rhode Island,Black Sea Bass,100879,28.7,"36,279",16.8,2.7806
2016,North Carolina,BLACK SEA BASS,2444384,22.3,"348,226",16.8,7.0195
1994,Virginia,BLACK SEA BASS,964466,29.7,"53,566",16.8,18.0052
2010,North Carolina,SUMMER FLOUNDER,138498,21.2,112547,16.7,1.2306
1982,Massachusetts,WINTER FLOUNDER,4663625,21,"561,121",16.7,8.3113
2015,New York,Black Sea Bass,5309777,21.2,"665,977",16.7,7.9729
2008,New Hampshire,ATLANTIC MACKEREL,675487,21.4,"58,494",16.6,11.548
2021,New Hampshire,ATLANTIC MACKEREL,934764,15.3,"103,203",16.6,9.0575
2017,New Jersey,BLUEFISH,2995592,294,1177011,16.6,2.5451
2014,Delaware,SUMMER FLOUNDER,278517,21.9,94227,16.6,2.9558
2006,New Jersey,SUMMER FLOUNDER,5952581,19.3,1226017,16.6,4.8552
1996,Rhode Island,Black Sea Bass,95762,21.4,"39,070",16.6,2.451
2006,South Carolina,Black Sea Bass,991026,19.9,"153,541",16.6,6.4545
2006,New Jersey,BLACK SEA BASS,2326272,223,"388,881",16.6,5.982
2017,Massachusetts,ATLANTIC MACKEREL,8291736,26.1,"538,248",16.5,15.405
2005,Massachusetts,BLUEFISH,1851867,14.1,1488288,16.5,1.2443
1994,New Hampshire,BLUEFISH,30038,36.3,55737,16.5,0.5389
2002,North Carolina,BLACK SEA BASS,525945,19.3,"111,585",16.5,4.7134
2015,SOUTH CAROLINA,FLORIDA POMPANO,1102542,17.6,405773,16.5,2.7171
2010,New York,BLUEFISH,1553694,18.3,618397,16.4,2.5125
1992,Rhode Island,BLUEFISH,248654,17.6,260361,16.4,0.955
1984,Virginia,BLUEFISH,636880,27.1,345019,16.4,1.8459
1986,New York,SUMMER FLOUNDER,1254171,29.3,198202,16.4,6.3277
1993,New York,SUMMER FLOUNDER,1087478,22.8,198475,16.4,5.4792
2003,New York,Black Sea Bass,1494354,26.5,"304,549",16.4,4.9068
2008,New York,Black Sea Bass,1188449,23.4,"288,121",16.4,4.1248
1994,New Jersey,BLACK SEA BASS,3092533,443,"381,809",16.4,8.0997
2005,New Jersey,BLACK SEA BASS,3549416,192,"596,260",16.4,5.9528
2001,North Carolina,SUMMER FLOUNDER,108465,16.9,98094,16.3,1.1057
1988,Massachusetts,WINTER FLOUNDER,729519,26.5,"369,629",16.3,1.9737
2015,Massachusetts,WINTER FLOUNDER,112501,36.7,"84,639",16.3,1.3292
1983,Delaware,BLUEFISH,423104,25.8,230086,16.2,1.8389
2003,South Carolina,BLUEFISH,449612,25.8,235188,16.2,1.9117
2012,Rhode Island,SUMMER FLOUNDER,776313,23.3,259312,16.2,2.9937
1994,Virginia,SUMMER FLOUNDER,633054,23.7,278868,16.2,2.2701
1982,Connecticut,WINTER FLOUNDER,713029,13,"176,270",16.2,4.0451
1992,North Carolina,YELLOWFIN TUNA,29997,27.9,35336,16.2,0.8489
2022,Massachusetts,ATLANTIC MACKEREL,1088578,25,"133,037",16.1,8.1825
2019,North Carolina,BLACK SEA BASS,1505587,30.3,"230,776",16.1,6.524
2003,New Hampshire,ATLANTIC MACKEREL,418646,27.4,"46,366",16,9.0292
2011,New Jersey,BLUEFISH,4103955,312,1211260,16,3.3882
1993,New Jersey,BLACK SEA BASS,5384871,383,"589,575",16,9.1335
1981,New Hampshire,ATLANTIC MACKEREL,135197,30.8,"26,818",15.9,5.0413
2011,New Jersey,SUMMER FLOUNDER,10842067,19.1,2495133,15.9,4.3453
2015,New York,SUMMER FLOUNDER,3411414,21.9,889542,15.9,3.835
1998,Virginia,SUMMER FLOUNDER,849242,18.4,336407,15.9,2.5244
1991,New Hampshire,BLUEFISH,57321,26.8,92284,15.8,0.6211
2000,New York,BLUEFISH,1031944,25.1,572789,15.8,1.8016
1985,Rhode Island,BLUEFISH,1450920,46.5,492962,15.8,2.9433
2006,Rhode Island,BLUEFISH,505428,20.1,341908,15.8,1.4783
1993,New Jersey,SUMMER FLOUNDER,7627928,15.3,1493060,15.8,5.1089
2022,North Carolina,BLACK SEA BASS,948216,19.2,"229,926",15.8,4.124
1998,Georgia,BLUEFISH,266902,23.2,89092,15.7,2.9958
1992,New York,SUMMER FLOUNDER,286751,19,124895,15.7,2.2959
2016,New York,SUMMER FLOUNDER,4691579,24.5,1086964,15.7,4.3162
2000,Rhode Island,Black Sea Bass,623501,23.4,"147,772",15.7,4.2193
1989,New Jersey,BLACK SEA BASS,2856709,305,"375,772",15.7,7.6022
2007,New Jersey,BLACK SEA BASS,3731851,207,"535,970",15.7,6.9628
2011,Maine,ATLANTIC MACKEREL,5395203,26.2,"777,730",15.6,6.9371
2000,Massachusetts,ATLANTIC MACKEREL,1166790,25.3,"120,988",15.6,9.6438
1996,New Hampshire,ATLANTIC MACKEREL,1011413,33.7,"55,544",15.6,18.2092
2013,Rhode Island,BLUEFISH,1305131,32.5,503868,15.6,2.5902
2005,North Carolina,BLACK SEA BASS,1734204,17.9,"325,268",15.6,5.3316
1985,North Carolina,SUMMER FLOUNDER,1673705,55.9,1016900,15.5,1.6459
2007,North Carolina,YELLOWFIN TUNA,145326,24.2,155576,15.5,0.9341
2002,New Hampshire,BLUEFISH,55821,26.1,53847,15.4,1.0367
2008,New Jersey,BLUEFISH,2153863,168,1332588,15.4,1.6163
1991,Rhode Island,BLUEFISH,300291,22.4,410885,15.4,0.7308
1981,South Carolina,BLUEFISH,255264,27.1,171691,15.4,1.4868
2013,Delaware,SUMMER FLOUNDER,246750,20.9,73285,15.4,3.367
2018,NORTH CAROLINA,FLORIDA POMPANO,1575783,19.9,616775,15.4,2.5549
2015,Maine,ATLANTIC MACKEREL,2842372,21.4,"600,577",15.3,4.7327
1995,Rhode Island,BLUEFISH,175433,22,375756,15.3,0.4669
2007,Rhode Island,BLUEFISH,574974,25.7,304150,15.3,1.8904
2015,Delaware,SUMMER FLOUNDER,263112,23.8,90047,15.3,2.9219
2006,North Carolina,YELLOWFIN TUNA,261552,17.9,163653,15.3,1.5982
2002,Delaware,BLACK SEA BASS,2158568,15,"118,300",15.3,18.2466
2019,New Hampshire,ATLANTIC MACKEREL,1252276,21.3,"113,759",15.2,11.0081
2017,Rhode Island,SUMMER FLOUNDER,831400,20.9,209815,15.2,3.9625
2016,South Carolina,Black Sea Bass,1565901,17.4,"309,848",15.2,5.0538
2011,New Hampshire,ATLANTIC MACKEREL,2904486,27.6,"154,299",15.1,18.8238
2013,Massachusetts,BLUEFISH,410382,14.5,454531,15.1,0.9029
1994,Rhode Island,BLUEFISH,120135,22.9,333986,15.1,0.3597
1990,New Jersey,SUMMER FLOUNDER,1214477,19.7,732096,15.1,1.6589
1989,Rhode Island,SUMMER FLOUNDER,173387,24,147658,15.1,1.1742
1983,Virginia,SUMMER FLOUNDER,3310700,23,533760,15.1,6.2026
1983,Massachusetts,WINTER FLOUNDER,2364429,21.7,"634,876",15.1,3.7242
2003,Rhode Island,Black Sea Bass,276940,17.7,"87,205",15.1,3.1757
2022,New York,Black Sea Bass,2921031,22.1,"526,550",15.1,5.5475
2002,New Hampshire,ATLANTIC MACKEREL,328711,19,"53,427",15,6.1525
1983,Maryland,BLUEFISH,258160,30,76204,15,3.3877
2007,New Hampshire,BLUEFISH,47422,21.8,62151,15,0.763
1984,New Jersey,BLUEFISH,5809830,235,1759257,15,3.3024
2017,Delaware,SUMMER FLOUNDER,368315,39.2,129640,15,2.8411
2006,North Carolina,BLACK SEA BASS,1203531,17.7,"263,629",15,4.5652
1984,North Carolina,BLUEFISH,4455105,18.8,2881566,14.9,1.5461
2012,Rhode Island,BLUEFISH,1011236,25.8,362415,14.9,2.7903
2018,New York,SUMMER FLOUNDER,1911491,16,648991,14.9,2.9453
1989,North Carolina,SUMMER FLOUNDER,696668,25.8,632209,14.9,1.102
2014,New Jersey,BLACK SEA BASS,3197584,178,"574,186",14.9,5.5689
2007,NORTH CAROLINA,FLORIDA POMPANO,943109,20.8,430563,14.9,2.1904
2007,South Carolina,BLUEFISH,3203788,21.3,1326670,14.8,2.4149
1990,New Jersey,BLACK SEA BASS,1535063,344,"306,573",14.8,5.0072
2000,North Carolina,BLACK SEA BASS,1268717,26.4,"168,345",14.8,7.5364
1996,NORTH CAROLINA,FLORIDA POMPANO,261762,20.3,184411,14.8,1.4194
2010,Maine,ATLANTIC MACKEREL,3656822,24.7,"574,667",14.7,6.3634
1986,Delaware,BLUEFISH,467461,39.5,263902,14.7,1.7713
2006,Massachusetts,BLUEFISH,2500253,19,1356913,14.7,1.8426
1993,North Carolina,BLACK SEA BASS,672610,26.3,"132,607",14.7,5.0722
2014,NORTH CAROLINA,FLORIDA POMPANO,1758970,22.1,618866,14.7,2.8422
2020,New Hampshire,ATLANTIC MACKEREL,1235375,23.3,"120,677",14.6,10.237
1989,New Hampshire,BLUEFISH,24820,37.6,60553,14.6,0.4099
1988,New Jersey,BLUEFISH,1503624,189,1386858,14.6,1.0842
1982,Rhode Island,BLUEFISH,3834890,30.1,514492,14.6,7.4537
2015,Massachusetts,SUMMER FLOUNDER,33506,38.1,44008,14.6,0.7614
2013,New Jersey,SUMMER FLOUNDER,11840175,21.9,2224294,14.6,5.3231
2022,New York,SUMMER FLOUNDER,2849588,27.5,691585,14.6,4.1204
2001,Delaware,BLACK SEA BASS,979796,20.5,"85,261",14.6,11.4917
2019,Massachusetts,ATLANTIC MACKEREL,3100577,14.5,"409,097",14.5,7.5791
2017,South Carolina,COBIA,8967,29.6,"9,342",14.5,0.9599
2008,New York,SUMMER FLOUNDER,4700241,19.1,1268449,14.5,3.7055
2000,New Jersey,BLACK SEA BASS,7505150,167,"1,157,419",14.5,6.4844
2002,New Jersey,BLACK SEA BASS,7860595,222,"712,113",14.5,11.0384
1999,North Carolina,BLACK SEA BASS,829917,19.8,"181,354",14.5,4.5762
1992,Delaware,ATLANTIC MACKEREL,30456,102,1276,14.4,23.8683
1994,North Carolina,SUMMER FLOUNDER,514176,28.8,230256,14.4,2.2331
1993,Massachusetts,WINTER FLOUNDER,310144,16.4,"189,527",14.4,1.6364
2020,South Carolina,Black Sea Bass,759523,17.1,"185,408",14.4,4.0965
2005,New Jersey,BLUEFISH,3720662,157,1586949,14.3,2.3445
1981,Rhode Island,BLUEFISH,3338762,26.7,417975,14.3,7.9879
2021,South Carolina,BLUEFISH,509876,36.8,226621,14.3,2.2499
1992,North Carolina,SUMMER FLOUNDER,465447,22.9,309203,14.3,1.5053
1996,North Carolina,YELLOWFIN TUNA,221130,15.5,123884,14.3,1.785
1981,New Jersey,BLUEFISH,6309778,223,1734932,14.2,3.6369
1997,Rhode Island,BLUEFISH,448212,19.6,375963,14.2,1.1922
1988,New York,SUMMER FLOUNDER,1215862,24.5,428485,14.2,2.8376
2000,North Carolina,SUMMER FLOUNDER,204216,20,135578,14.2,1.5063
1994,Rhode Island,SUMMER FLOUNDER,233820,17.7,116068,14.2,2.0145
2021,Rhode Island,Black Sea Bass,3028543,16.1,"381,979",14.2,7.9286
2021,New York,Black Sea Bass,4124555,15.4,"471,138",14.2,8.7545
1999,NORTH CAROLINA,FLORIDA POMPANO,410501,24.9,194147,14.2,2.1144
2004,Massachusetts,BLUEFISH,1645750,15.8,950807,14.1,1.7309
2006,New Jersey,BLUEFISH,2765855,177,1238905,14.1,2.2325
2016,Delaware,SUMMER FLOUNDER,498755,24.8,134743,14.1,3.7015
1990,North Carolina,SUMMER FLOUNDER,2657979,33.4,963922,14.1,2.7575
1993,Rhode Island,SUMMER FLOUNDER,167036,18,92740,14.1,1.8011
2002,Rhode Island,Black Sea Bass,510293,31.5,"104,686",14.1,4.8745
2016,New York,Black Sea Bass,11892822,17.3,"1,291,291",14.1,9.21
2017,North Carolina,BLACK SEA BASS,2861825,23.9,"322,295",14.1,8.8795
1985,Maine,ATLANTIC MACKEREL,1840001,23.7,"365,652",14,5.0321
2014,New Jersey,BLUEFISH,2765205,246,1163862,14,2.3759
1982,Virginia,BLUEFISH,1008604,22.5,513225,14,1.9652
1983,Delaware,SUMMER FLOUNDER,363156,33.1,223632,14,1.6239
2021,Delaware,SUMMER FLOUNDER,218863,18.1,93155,14,2.3494
1999,North Carolina,SUMMER FLOUNDER,115567,15.7,110765,14,1.0434
2005,Rhode Island,SUMMER FLOUNDER,531338,17.3,373728,14,1.4217
1984,Rhode Island,WINTER FLOUNDER,438871,22.6,"281,823",14,1.5573
2009,New Jersey,BLACK SEA BASS,8485350,193,"922,102",14,9.2022
2016,New Jersey,BLACK SEA BASS,3630181,205,"475,914",14,7.6278
1995,NORTH CAROLINA,FLORIDA POMPANO,460053,26,222422,14,2.0684
1992,Massachusetts,BLUEFISH,758270,21.2,1475097,13.9,0.514
2008,New Jersey,SUMMER FLOUNDER,6934204,17.2,1669980,13.9,4.1523
2017,New York,SUMMER FLOUNDER,2498836,27.3,773257,13.9,3.2316
2021,Rhode Island,SUMMER FLOUNDER,446893,19.1,175390,13.9,2.548
2017,Rhode Island,Black Sea Bass,1593230,19.7,"243,533",13.9,6.5422
2014,South Carolina,Black Sea Bass,4084167,34.1,"341,808",13.9,11.9487
1999,New Jersey,BLACK SEA BASS,3711390,262,"487,260",13.9,7.6169
2015,North Carolina,BLACK SEA BASS,3728947,26.2,"357,025",13.9,10.4445
1993,New Jersey,BLUEFISH,1182635,227,787389,13.8,1.502
2010,New Jersey,BLUEFISH,3429520,209,1385625,13.8,2.4751
2022,North Carolina,BLUEFISH,2634072,15.6,1106540,13.8,2.3805
2004,Rhode Island,BLUEFISH,753806,16.4,443393,13.8,1.7001
2015,New Jersey,BLACK SEA BASS,2465597,137,"485,359",13.8,5.0799
2017,New Jersey,BLACK SEA BASS,8204233,183,"886,828",13.8,9.2512
1981,Massachusetts,ATLANTIC MACKEREL,130968,54,"53,455",13.7,2.4501
1983,New Hampshire,BLUEFISH,4643,76.4,17618,13.7,0.2635
2012,North Carolina,COBIA,61990,32,"125,164",13.7,0.4953
2017,New Jersey,SUMMER FLOUNDER,4386691,18,1181814,13.7,3.7118
1998,Rhode Island,SUMMER FLOUNDER,1042506,13.3,366402,13.7,2.8453
2020,North Carolina,BLACK SEA BASS,1210106,15.6,"259,855",13.7,4.6569
1985,New Jersey,ATLANTIC MACKEREL,2431907,282,62455,13.6,38.9385
1986,Connecticut,BLUEFISH,650049,31.3,150811,13.6,4.3104
2019,New York,SUMMER FLOUNDER,3884439,26.7,946176,13.6,4.1054
1999,New Hampshire,ATLANTIC MACKEREL,899868,17.5,"75,119",13.5,11.9792
2004,New Jersey,SUMMER FLOUNDER,7887547,13,2430773,13.5,3.2449
2010,New York,SUMMER FLOUNDER,4315231,18.9,760664,13.5,5.673
2012,New York,SUMMER FLOUNDER,4551053,21.5,780986,13.5,5.8273
1993,North Carolina,SUMMER FLOUNDER,301234,14.4,281035,13.5,1.0719
2022,New Jersey,BLACK SEA BASS,4331994,192,"558,650",13.5,7.7544
1993,NORTH CAROLINA,FLORIDA POMPANO,1034835,28.4,402981,13.5,2.5679
1999,Maine,ATLANTIC MACKEREL,2314019,20.7,"417,509",13.4,5.5424
2021,Massachusetts,ATLANTIC MACKEREL,4114840,16.9,"376,979",13.4,10.9153
1985,New York,BLUEFISH,2606621,21.2,648525,13.4,4.0193
2005,New Jersey,SUMMER FLOUNDER,10489425,17.3,2342982,13.4,4.477
2016,New Jersey,SUMMER FLOUNDER,5866158,18,1388102,13.4,4.226
2022,Rhode Island,SUMMER FLOUNDER,264577,20.4,136940,13.4,1.9321
2019,New York,Black Sea Bass,6352854,14.3,"980,297",13.4,6.4805
1991,New Jersey,BLACK SEA BASS,3158461,188,"465,484",13.4,6.7853
1991,North Carolina,BLACK SEA BASS,541448,16.8,"93,750",13.4,5.7754
1998,North Carolina,BLACK SEA BASS,697569,19,"129,741",13.4,5.3766
1998,NORTH CAROLINA,FLORIDA POMPANO,492017,30.5,183952,13.4,2.6747
2009,New Hampshire,ATLANTIC MACKEREL,988825,17.4,"111,970",13.3,8.8312
1997,New Hampshire,BLUEFISH,29280,25.1,41164,13.3,0.7113
1995,New Jersey,BLUEFISH,1455961,214,1242931,13.3,1.1714
2014,New Jersey,SUMMER FLOUNDER,10610094,18.3,1874122,13.3,5.6614
2007,North Carolina,BLACK SEA BASS,704165,20.2,"161,647",13.3,4.3562
2018,Massachusetts,ATLANTIC MACKEREL,3248462,14.3,"376,730",13.2,8.6228
2022,New Hampshire,ATLANTIC MACKEREL,554070,25.4,"82,782",13.2,6.6931
1986,Massachusetts,BLUEFISH,2896795,36.6,1627501,13.2,1.7799
2009,New Jersey,BLUEFISH,3150922,23,1655485,13.2,1.9033
1988,New York,BLUEFISH,1965659,29.3,533170,13.2,3.6867
1986,New Jersey,SUMMER FLOUNDER,4503709,19.4,1258138,13.2,3.5797
2020,New York,Black Sea Bass,5243407,14,"812,623",13.2,6.4524
2014,North Carolina,BLACK SEA BASS,3473403,22.7,"375,396",13.2,9.2526
1985,Connecticut,BLUEFISH,397207,30.3,78985,13.1,5.0289
1997,North Carolina,SUMMER FLOUNDER,117774,13.9,109178,13.1,1.0787
1982,Virginia,SUMMER FLOUNDER,3158037,24.2,565137,13.1,5.5881
1997,North Carolina,YELLOWFIN TUNA,148945,19.8,105601,13.1,1.4105
2003,North Carolina,YELLOWFIN TUNA,211532,19.5,104655,13.1,2.0212
2012,New Jersey,BLACK SEA BASS,5473750,207,"651,349",13.1,8.4037
2003,North Carolina,BLACK SEA BASS,798327,20.9,"137,356",13.1,5.8121
2001,Rhode Island,BLUEFISH,2797496,22.7,651601,13,4.2933
2014,South Carolina,BLUEFISH,2044427,35.9,415374,13,4.9219
2018,New Jersey,SUMMER FLOUNDER,5301780,13.1,1685774,13,3.145
2022,New Jersey,SUMMER FLOUNDER,4121110,14.8,1516932,13,2.7167
1985,Virginia,SUMMER FLOUNDER,198135,27.4,158161,13,1.2527
2008,NORTH CAROLINA,FLORIDA POMPANO,1242867,19.4,473392,13,2.6254
2010,New Hampshire,ATLANTIC MACKEREL,768368,21.9,"88,050",12.9,8.7265
1998,New Jersey,BLUEFISH,2680075,186,1409446,12.9,1.9015
1991,New York,SUMMER FLOUNDER,749118,31.7,264183,12.9,2.8356
2004,New York,SUMMER FLOUNDER,3307278,18.3,1061375,12.9,3.116
1995,Rhode Island,SUMMER FLOUNDER,214088,18.8,102128,12.9,2.0963
2020,Rhode Island,Black Sea Bass,3055962,21.3,"376,711",12.9,8.1122
1991,NORTH CAROLINA,FLORIDA POMPANO,611439,20.4,333984,12.9,1.8307
2012,New Hampshire,ATLANTIC MACKEREL,2117569,24.5,"143,311",12.8,14.776
2017,South Carolina,BLUEFISH,3468995,20.4,688038,12.8,5.0419
1988,New Jersey,SUMMER FLOUNDER,4386983,17.5,1158806,12.8,3.7858
2011,New York,SUMMER FLOUNDER,4585830,18.6,724917,12.8,6.326
1994,New Jersey,BLUEFISH,1454440,23,1277448,12.7,1.1386
1998,Rhode Island,BLUEFISH,411455,18.4,338206,12.7,1.2166
2013,NORTH CAROLINA,FLORIDA POMPANO,4924065,20.7,949438,12.7,5.1863
2013,Massachusetts,ATLANTIC MACKEREL,4500863,34.1,"305,310",12.6,14.7419
1997,New Hampshire,ATLANTIC MACKEREL,594666,29.7,"50,385",12.6,11.8024
1987,New York,BLUEFISH,3779776,21.7,823263,12.6,4.5912
2018,North Carolina,BLUEFISH,9466849,14.1,2442488,12.6,3.8759
1988,Rhode Island,BLUEFISH,482031,27.1,352766,12.5,1.3664
1989,New Jersey,SUMMER FLOUNDER,426665,29.7,474368,12.5,0.8994
1996,Rhode Island,SUMMER FLOUNDER,579159,16.3,215241,12.5,2.6907
1997,Rhode Island,SUMMER FLOUNDER,798087,13.7,253847,12.5,3.144
2001,Rhode Island,Black Sea Bass,362142,16.9,"147,636",12.5,2.4529
2018,New York,Black Sea Bass,4217241,15.3,"566,348",12.5,7.4464
1990,Connecticut,BLUEFISH,12928,35.4,1716,12.4,7.5338
1998,Massachusetts,BLUEFISH,789982,20.9,783682,12.4,1.008
2000,Massachusetts,BLUEFISH,830872,34.7,649577,12.4,1.2791
2021,North Carolina,BLUEFISH,3876849,20.4,1459765,12.4,2.6558
1995,New Jersey,SUMMER FLOUNDER,3683731,17.8,1150653,12.4,3.2014
2001,New York,SUMMER FLOUNDER,2406041,16.5,865210,12.4,2.7809
2007,New York,SUMMER FLOUNDER,4129545,14.9,1263425,12.4,3.2685
1995,North Carolina,SUMMER FLOUNDER,126784,15.9,112424,12.4,1.1277
2001,Rhode Island,SUMMER FLOUNDER,747155,14,353837,12.4,2.1116
1981,South Carolina,SUMMER FLOUNDER,77369,24.1,122179,12.4,0.6332
1996,North Carolina,BLACK SEA BASS,468730,23.4,"75,999",12.4,6.1676
2001,Maine,ATLANTIC MACKEREL,3289184,15.2,"607,060",12.3,5.4182
1981,Georgia,BLUEFISH,111328,33.7,43190,12.3,2.5776
2002,Massachusetts,BLUEFISH,991108,19.6,707611,12.3,1.4006
1996,New Jersey,BLUEFISH,2272358,228,1169931,12.3,1.9423
1988,North Carolina,BLUEFISH,3784963,21,1499978,12.3,2.5233
2020,Massachusetts,ATLANTIC MACKEREL,2974528,32.3,"340,716",12.2,8.7302
2019,North Carolina,BLUEFISH,7978345,20.1,1991664,12.2,4.0059
1996,North Carolina,SUMMER FLOUNDER,117323,13.8,95951,12.2,1.2227
2020,SOUTH CAROLINA,FLORIDA POMPANO,1655361,19.9,433885,12.2,3.8152
2013,Maine,ATLANTIC MACKEREL,2328432,19.6,"540,280",12.1,4.3097
2018,New Jersey,BLACK SEA BASS,5918660,12,"699,096",12.1,8.4662
2004,North Carolina,BLACK SEA BASS,2044531,19.5,"250,272",12.1,8.1692
2021,North Carolina,BLACK SEA BASS,969869,15.5,"231,519",12.1,4.1892
1999,New Jersey,BLUEFISH,4235326,224,1674460,12,2.5294
2007,New Jersey,BLUEFISH,4111951,159,1649910,12,#REF!
2010,North Carolina,COBIA,64847,25.7,"155,963",12,0.4158
2021,New Jersey,SUMMER FLOUNDER,7550320,12.2,2056005,12,3.6723
2001,North Carolina,BLACK SEA BASS,1365818,16.1,"154,746",12,8.8262
1994,NORTH CAROLINA,FLORIDA POMPANO,345945,30.1,204869,12,1.6886
1997,NORTH CAROLINA,FLORIDA POMPANO,369894,19.6,169318,12,2.1846
2012,Maine,ATLANTIC MACKEREL,4462420,16.4,"807,230",11.9,5.5281
2013,South Carolina,Black Sea Bass,605627,33.5,"89,734",11.9,6.7491
1997,New Jersey,BLUEFISH,2769489,317,1168750,11.8,2.3696
2000,Rhode Island,BLUEFISH,1793060,33.7,532340,11.8,3.3683
2002,New York,SUMMER FLOUNDER,3923345,15.6,1700356,11.8,2.3074
2001,New Jersey,BLACK SEA BASS,6551827,181,"632,423",11.8,10.3599
1995,North Carolina,BLACK SEA BASS,721315,20.7,"139,353",11.8,5.1762
1998,New Hampshire,ATLANTIC MACKEREL,437727,15.4,"69,109",11.7,6.3339
1995,New Hampshire,BLUEFISH,20254,25.8,24405,11.7,0.8299
1986,New Jersey,BLUEFISH,9319099,253,1974166,11.7,4.7205
2000,New Jersey,BLUEFISH,3664590,159,1548160,11.7,2.3671
2001,New Jersey,BLUEFISH,2515307,169,1013332,11.7,2.4822
1981,New York,BLUEFISH,3215418,26.4,679089,11.7,4.7349
1982,North Carolina,BLUEFISH,3946294,21.2,952598,11.7,4.1427
1985,Virginia,BLUEFISH,1327953,31.6,473047,11.7,2.8072
2004,Rhode Island,SUMMER FLOUNDER,793065,16.4,310310,11.7,2.5557
1986,NORTH CAROLINA,FLORIDA POMPANO,4652955,25,287193,11.7,16.2015
2003,Massachusetts,BLUEFISH,1379924,17,909413,11.6,1.5174
